BranchPredictor,fetchWidth,numFetchBufferEntries,numRasEntries,maxBrCount,decodeWidth,numRobEntries,numIntPhysRegisters,memIssueWidth,memIssueWidth,numLdqEntries,enablePrefetching,enableSFBOpt,numRXQEntries,numRCQEntries,nL2TLBEntries,nL2TLBWays,nICacheWays,nICacheTLBWays,nDCacheWays,nDCacheMSHRs,nDCacheTLBWays,CPI,Power,Area
0,1,1,0,3,3,0,0,0,3,0,1,1,2,0,3,2,2,2,2,1,1,1.113553786,17.774536,5961775.103
0,0,2,1,2,0,0,3,1,0,1,1,0,2,1,2,2,0,1,1,1,0,1.393712779,13.46911,5288623.796
0,1,4,0,0,4,4,0,1,3,1,1,1,0,0,3,1,1,1,1,2,1,1.110385107,19.24902,6143694.323
1,1,1,1,2,3,0,4,0,1,2,0,0,2,1,1,0,1,0,2,2,1,0.958707318,21.670273,6369754.872
1,0,3,0,3,2,2,2,1,0,2,0,1,0,2,2,0,0,1,2,2,1,1.04288466,19.365133,6238477.122
1,1,5,1,1,2,2,1,0,2,2,1,1,0,1,1,1,0,2,1,2,0,0.88703462,23.6143,5927437.14
2,1,1,0,2,4,4,0,1,2,1,0,1,1,2,1,1,2,0,2,2,2,1.202614308,19.577582,6614465.991
2,0,4,1,2,1,1,1,0,1,3,0,1,0,2,3,2,1,0,0,2,2,1.258329339,13.392564,5254587.164
1,1,5,2,3,4,4,2,0,0,1,0,0,2,2,2,2,2,0,1,0,0,1.068025345,22.9546,6310721.784
0,0,0,1,2,3,3,1,1,3,3,0,1,2,2,0,2,1,0,0,0,1,1.1361972,17.55485,5788331.49
2,0,4,2,3,3,2,3,0,2,2,1,1,1,0,1,1,2,0,2,2,1,1.217310816,20.06215,6081448.7
2,0,4,2,1,1,3,3,1,1,2,0,1,2,2,3,1,2,1,0,0,1,1.23704158,18.20701,5707734.978
1,1,4,0,0,4,4,3,1,2,3,1,0,0,2,0,0,1,1,2,0,1,0.757946065,23.110146,6940437.264
0,0,2,1,2,2,2,3,0,2,3,0,0,2,1,0,0,2,0,1,1,0,1.078893506,16.51816,5653035.848
0,0,1,1,1,3,0,4,0,3,3,0,1,2,1,3,2,0,1,2,0,0,1.091732551,15.9453,5808087.623
0,1,5,1,2,0,4,3,1,0,0,0,1,0,0,2,1,0,0,0,0,2,1.406041812,14.08237,5414906.886
1,1,5,1,0,2,2,2,1,2,2,1,1,1,2,1,0,2,2,1,1,1,0.78856821,22.22717,6386366.414
1,1,4,0,1,1,2,3,0,1,2,0,0,0,0,1,2,0,2,0,2,0,0.95218229,20.26609,5750464.139
0,0,0,1,3,1,1,2,1,1,2,0,1,2,2,3,1,0,0,2,2,0,1.038078705,17.1428,5902094.401
1,0,0,2,1,0,2,3,1,0,1,1,1,2,0,3,0,2,1,2,1,1,1.329005838,16.35054,5971415.832
1,1,2,0,2,4,4,4,1,2,0,0,0,2,2,0,0,2,0,1,2,0,0.927634175,27.55001,6842664.572
1,1,2,0,2,1,4,4,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1.055598651,20.62179,5822566.952
1,0,5,0,2,2,2,0,1,2,0,1,0,2,0,1,2,0,0,2,0,0,1.05769677,16.334428,5853615.178
1,0,4,0,0,1,0,3,1,1,3,0,1,0,0,1,1,0,2,0,0,0,1.086586993,20.2417,5605467.264
0,1,1,1,1,2,2,2,1,2,0,1,0,1,1,0,0,2,2,1,2,1,1.039888829,18.48051,6022321.475
2,0,4,2,3,0,1,1,1,0,3,0,1,1,2,0,0,1,1,0,2,1,1.49277331,14.93333,5368599.407
0,1,1,1,1,3,3,3,0,3,2,0,1,0,1,3,2,1,2,1,2,2,0.918950624,20.11229,6037031.431
1,1,4,0,0,1,2,4,0,1,2,1,0,1,2,2,1,2,1,0,0,2,0.964677155,18.25272,5823243.071
0,1,2,1,1,4,4,1,0,4,0,0,1,1,1,2,0,1,1,0,0,0,1.085845493,17.91639,5740015.596
1,1,2,0,3,2,2,3,1,2,2,0,1,0,0,0,2,0,0,1,0,1,0.781010176,25.43096,6410121.144
1,1,5,1,3,4,4,3,1,0,2,1,1,0,2,1,1,0,0,1,1,2,0.996719271,24.597681,6650582.857
0,1,1,0,1,3,0,0,1,3,2,0,1,2,2,3,2,0,2,2,0,0,1.069577447,18.119338,6213130.922
1,0,4,0,3,0,1,4,1,0,0,1,1,2,0,0,3,2,2,2,2,2,1.348356189,17.382228,6056332.33
0,0,4,1,3,0,4,2,0,0,0,1,1,2,2,0,0,2,0,0,0,1,1.461818439,11.782101,5014777.591
0,1,1,2,2,3,0,3,1,3,1,0,0,0,1,0,2,2,2,1,0,2,0.985236824,24.88977,6413923.798
0,1,1,0,3,2,2,2,1,1,3,1,1,2,1,1,0,0,1,1,1,1,0.896239232,17.468902,6033686.175
1,1,3,0,2,3,1,3,1,3,0,0,0,1,0,0,0,2,0,0,1,2,0.965596235,26.91417,6596560.309
0,0,4,0,0,2,2,3,0,1,2,1,0,2,1,0,3,2,2,0,2,1,1.123491909,14.62408,5392859.647
1,1,2,0,3,0,4,3,0,0,3,1,1,2,2,2,2,0,0,1,2,2,1.325325253,19.516242,5784685.373
1,0,2,1,0,0,4,0,1,0,1,0,1,1,2,0,2,2,2,2,2,0,1.330409042,14.005947,5784147.474
0,0,3,0,2,0,4,1,1,0,2,1,0,0,2,0,1,0,1,2,1,1,1.390074031,12.432131,5526953.962
1,1,3,1,0,4,4,1,1,0,2,1,0,0,2,0,1,2,0,2,0,1,1.039674923,23.85331,6722014.368
1,1,3,0,1,0,4,2,0,0,2,1,1,2,1,2,1,1,1,1,0,2,1.326188797,22.67687,5719445.591
1,1,2,0,3,2,2,2,0,2,2,0,1,1,0,2,2,2,2,1,2,0,0.848498409,23.687436,6293191.202
0,1,3,0,0,1,3,1,1,0,3,0,0,2,1,1,2,0,2,1,0,2,1.098772916,13.501949,5605286.466
0,1,1,2,0,2,2,2,0,0,2,0,1,0,1,1,2,1,0,1,0,1,1.100842358,14.89047,5420283.024
2,0,0,1,3,0,3,1,1,0,0,1,1,0,0,0,1,2,1,1,1,1,1.487700235,12.775477,5374694.093
1,0,2,1,3,2,2,3,0,2,1,0,0,1,1,2,2,0,0,2,0,0,0.948370198,19.0719,5690680.514
0,1,1,0,1,1,3,4,1,1,1,1,0,2,2,1,1,0,2,2,1,0,0.975667608,17.35216,6071485.114
0,1,4,0,3,1,1,0,1,1,0,1,0,0,1,0,3,1,2,2,0,1,1.11483978,14.85218,5857922.64
0,0,5,1,0,1,4,1,1,1,0,0,1,1,2,2,0,2,1,1,2,0,1.133570966,13.37627,5536299.278
0,1,0,0,3,3,1,0,0,3,1,0,0,2,0,0,2,2,1,1,1,0,1.140524024,19.14087,5837121.637
1,1,5,2,1,0,4,0,1,0,2,1,0,2,2,1,3,1,0,2,2,0,1.333527391,20.63971,6210608.902
2,1,1,0,3,3,0,4,0,3,0,0,0,0,1,3,3,2,0,0,1,1,1.226948834,21.62457,6097482.73
1,1,3,0,0,4,4,0,0,0,2,0,0,2,1,0,3,1,0,0,0,2,1.275199897,21.04386,5886692.51
1,0,2,0,0,0,4,2,1,0,2,1,0,2,1,3,3,0,1,1,1,0,1.353471436,14.750938,5506243.966
0,1,5,1,3,4,4,1,1,2,2,1,0,0,0,3,2,1,1,1,1,2,0.935298413,19.675055,6335925.558
1,0,2,2,3,1,2,2,1,1,2,1,0,2,0,2,2,2,1,1,0,1,0.951898013,17.88473,5930191.047
1,0,0,0,1,2,2,2,1,2,0,0,0,0,2,3,3,2,2,2,2,0,1.001668737,20.39517,6315313.753
0,0,0,1,2,2,2,1,0,2,2,1,1,0,2,1,2,0,2,0,1,1,1.123603903,13.683331,5234128.657
0,0,1,1,0,2,2,2,0,2,0,0,1,0,0,2,1,0,2,0,0,0,1.20679655,13.192137,5120587.867
0,0,2,1,0,2,2,0,1,1,3,0,0,2,1,2,2,1,1,0,0,1,1.243026108,13.129005,5404878.299
0,1,4,1,0,0,0,2,0,0,0,0,1,1,2,1,2,1,1,2,0,1,1.382701347,12.216003,5196643.611
0,1,4,1,1,4,4,1,1,4,2,0,1,0,1,1,2,2,2,0,1,0,0.953862947,20.020018,6301643.535
0,1,0,1,0,1,4,4,0,1,0,0,1,2,2,0,3,1,2,2,0,0,1.079228006,12.825512,5503977.933
0,0,4,2,0,1,0,3,0,0,0,0,0,1,1,2,0,1,0,2,2,0,1.25039423,11.244758,5186332.417
1,1,5,2,2,4,4,3,0,3,3,0,1,1,2,1,1,1,1,2,2,0,0.818525046,28.75567,6763028.715
0,1,4,0,3,3,0,3,0,1,2,0,0,0,0,1,0,0,2,2,1,0,1.036633605,18.54176,5862745.853
1,1,3,1,0,1,1,3,0,1,3,1,0,1,1,3,3,1,0,1,0,0,0.938011844,18.977111,5860477.15
0,1,5,1,1,3,3,2,0,2,2,1,0,0,2,0,2,0,0,0,2,2,0.977641974,17.164622,5800821.067
0,0,3,1,3,1,1,0,0,0,3,0,1,1,1,2,1,0,2,0,1,1,1.300654811,12.202119,5056558.1
0,1,4,1,2,4,4,2,0,1,0,1,1,2,0,3,0,1,1,1,2,0,1.044272156,18.52674,5915327.085
0,1,4,2,2,4,4,0,1,4,3,0,1,0,1,3,1,1,2,0,0,2,1.152356702,21.8127,6212961.843
0,0,5,2,2,0,1,4,0,0,2,0,0,2,0,0,3,0,0,2,0,0,1.385532874,12.247318,5094964.422
0,1,5,1,0,4,4,1,0,2,0,0,0,1,1,3,3,2,1,0,1,0,1.100535983,15.210729,5787227.101
1,1,4,0,0,0,4,1,1,0,0,0,0,2,1,3,1,1,0,1,2,1,1.354034229,19.0437,5902194.52
0,1,0,0,2,0,2,1,0,0,0,0,0,0,2,3,0,0,0,2,1,1,1.392934969,13.329947,5249519.907
1,1,1,2,0,4,4,1,0,4,3,0,1,0,0,0,2,0,0,0,1,0,0.911689575,24.96724,6151626.018
0,1,4,1,1,1,3,4,1,1,3,0,1,2,2,0,2,1,0,1,1,0,0.941403175,21.98591,6073365.815
1,1,2,0,0,4,4,0,0,1,0,0,1,1,0,2,1,1,2,2,2,1,1.15765753,21.97358,6132107.782
2,0,4,2,3,2,2,4,0,2,3,0,0,0,0,1,2,1,1,2,0,0,1.177456404,17.683777,5771396.281
2,0,4,0,0,2,2,4,1,1,2,1,1,1,2,2,1,0,2,0,1,1,1.20757969,15.94155,5609647.117
2,0,0,2,0,3,2,1,1,1,2,0,0,0,1,1,2,1,1,2,1,1,1.2141466,15.65572,5956250.271
2,0,1,1,0,1,0,2,1,1,0,1,0,1,0,1,1,1,0,1,2,0,1.277658291,13.8056,5431937.304
2,0,2,0,2,0,3,0,1,0,2,0,1,2,0,1,1,2,0,2,1,2,1.455196027,12.890813,5691706.298
0,1,4,0,1,4,4,1,0,4,0,0,1,2,2,0,1,1,0,0,0,1,1.085845493,19.02082,5717777.39
0,1,1,1,0,4,4,3,0,3,0,1,0,0,0,3,2,1,2,0,2,0,1.092989815,18.92528,5894066.879
0,1,2,2,3,4,4,0,0,4,2,0,0,2,0,3,0,1,0,2,2,0,1.165421708,20.92641,6235299.026
0,0,3,1,1,3,1,1,1,0,0,1,0,2,2,1,3,0,0,1,0,2,1.204113945,15.01393,5442171.035
1,1,5,1,0,4,4,0,0,0,3,0,1,2,1,0,1,0,2,2,0,2,1.209491632,21.93679,6103494.765
0,1,4,1,0,1,1,4,1,1,3,0,1,1,2,1,0,2,0,2,2,2,0.948426429,18.20865,6317148.075
0,1,2,2,3,3,3,0,0,2,0,0,1,0,2,3,1,2,2,0,0,2,1.174916573,18.09317,5759833.427
1,1,1,2,1,2,2,2,1,2,2,1,1,0,2,1,3,0,2,2,0,1,0.774729867,23.76098,6549938.703
1,1,3,1,1,2,2,1,1,2,3,0,1,2,0,1,2,2,1,2,0,2,0.8132608,24.28516,6687584.593
1,1,0,1,1,3,0,4,0,0,1,0,1,1,2,0,3,2,1,0,1,1,1.134490728,20.38124,6016374.405
0,0,1,1,2,0,4,3,0,0,1,1,0,0,1,3,1,0,1,0,0,1,1.441906657,11.256514,4938226.325
2,0,2,0,2,1,2,2,1,1,0,1,0,1,1,2,3,2,1,1,0,0,1.264918853,14.002462,5602262.959
0,0,2,0,1,1,2,3,1,0,0,0,1,2,1,0,1,0,2,0,1,1,1.279955765,11.75933,5242714.886
2,0,2,2,1,1,1,4,0,0,0,1,0,2,1,3,1,1,1,2,0,2,1.333538616,14.108696,5289214.933
0,1,0,1,2,0,4,2,0,0,3,0,1,1,1,1,3,1,2,1,0,1,1.362866816,14.090631,5379822.906
0,0,0,1,3,1,4,3,1,1,0,0,0,0,2,0,1,0,2,0,1,0,1.231861747,15.52503,5357735.316
2,0,2,2,2,1,2,3,0,1,2,0,0,2,1,2,1,0,2,0,2,1,1.24561977,14.58657,5266869.882
2,0,0,0,3,3,0,3,1,1,2,0,1,1,2,2,1,0,1,1,0,2,1.314109663,18.49462,5911985.093
0,0,1,1,1,0,2,4,0,0,1,1,0,2,0,3,3,0,1,2,0,2,1.385273461,10.949509,5115426.519
2,0,0,1,2,0,2,1,0,0,1,1,1,1,0,1,2,2,1,2,1,0,1.456676541,11.412848,5193640.165
1,0,2,1,0,1,4,0,0,1,1,0,1,2,1,1,2,0,0,0,0,2,1.166761905,13.514864,5056330.459
1,1,1,0,2,2,2,1,1,1,1,1,1,2,1,2,2,2,0,2,2,0,0.848684815,24.923283,6704659.739
0,0,3,0,2,1,1,3,1,1,0,1,0,2,1,2,1,1,0,0,2,1,1.222014154,15.53144,5481584.205
0,0,0,0,2,3,1,3,1,0,3,0,1,1,2,0,1,0,1,0,1,0,1.227750195,15.550456,5686572.626
2,0,0,2,2,2,2,4,1,0,3,1,0,0,1,1,0,2,0,0,1,1,1.268470555,16.53974,5816077.102
0,1,4,0,3,1,0,4,0,1,2,1,1,0,1,1,2,0,2,1,1,2,1.019766659,19.02154,5557793.811
0,1,2,0,0,4,4,0,0,2,3,0,1,1,1,2,0,0,0,1,0,2,1.16595299,17.17895,5658841.014
1,0,1,2,1,1,1,3,1,1,1,1,0,0,1,0,3,0,0,2,0,2,0.954133248,16.841825,5857911.475
1,0,1,2,1,3,3,1,0,3,2,1,0,1,0,3,2,0,0,0,2,0,1.022289457,19.97764,5678485.627
0,1,4,2,1,4,4,2,0,4,0,0,0,2,0,2,0,1,2,1,0,1,1.063193763,19.30455,5937511.034
1,1,3,1,0,4,4,4,1,0,3,0,0,2,2,3,3,0,1,0,0,0,1.032252246,36.07224,6590204.677
1,0,3,2,2,2,2,3,1,0,1,1,1,2,2,2,3,1,0,0,2,0,1.112421809,18.72736,5820057.458
1,1,5,1,1,4,4,1,1,4,0,1,1,0,2,1,1,0,1,2,2,0,0.89389126,28.44122,6874315.038
1,1,1,0,2,4,4,4,0,3,0,1,1,0,2,2,0,0,1,2,1,2,0.93338269,26.67425,6500499.538
1,1,2,0,1,2,2,1,1,0,1,0,1,2,0,0,2,0,2,1,2,1,1.037012402,23.21156,6125953.261
1,0,5,2,1,1,0,3,1,1,0,1,0,2,2,2,2,0,0,2,0,2,1.042260005,15.082041,5826919.196
0,1,4,2,1,0,0,1,1,0,1,1,0,2,0,1,1,2,0,1,0,2,1.370953608,16.45846,5596720.782
1,1,1,1,2,2,2,2,1,1,1,1,0,0,0,2,3,1,1,0,1,1,0.88943621,20.907856,6172156.06
1,1,5,1,2,1,4,0,0,1,2,1,0,0,0,1,0,2,1,0,2,0,1.10591394,21.253862,6022979.996
0,1,0,1,3,0,1,1,0,0,0,1,1,0,0,3,3,1,2,0,1,0,1.406409479,12.201557,5123071.043
0,1,1,1,3,0,4,2,0,0,0,1,1,0,2,3,1,1,0,0,0,0,1.411077304,13.463636,5157189.845
1,1,0,1,3,1,1,1,1,1,2,0,1,0,1,2,1,1,1,0,2,0,0.93541858,22.5287,6088924.546
1,1,5,1,2,3,2,2,1,1,0,1,1,1,1,1,1,1,1,0,2,2,0.984296249,21.876369,6381617.815
1,1,3,1,3,1,2,3,1,0,1,1,0,0,0,0,3,2,1,2,2,2,1.050141604,22.267711,6662598.04
2,0,4,0,3,3,0,1,1,2,3,1,1,1,0,1,0,2,0,2,1,1,1.291803409,17.996222,6294535.326
0,0,3,1,2,1,3,0,0,0,1,1,1,1,0,2,2,2,0,0,2,2,1.302307767,13.288779,5248752.179
0,0,2,2,3,2,2,0,0,0,3,0,0,2,1,2,3,2,1,0,0,1,1.32478181,14.138671,5318730.042
0,1,1,2,1,0,3,0,1,0,3,0,0,0,0,0,2,0,0,2,1,1,1.373599939,14.92948,5717650.446
0,0,0,1,1,2,2,3,0,1,2,1,1,0,1,1,0,0,2,1,0,2,1.057113139,14.923074,5294139.137
0,1,3,1,3,4,4,3,1,1,3,1,1,2,0,3,3,2,1,1,0,1,0.875579505,22.12386,6590402.261
0,0,5,2,3,2,2,4,1,1,2,0,1,2,0,2,0,1,1,1,0,2,1.025897914,18.20727,5897562.102
0,0,0,2,3,2,2,2,0,2,3,0,1,2,2,0,0,0,0,2,2,0,1.036986943,16.796845,5661684.272
0,0,1,0,2,2,2,3,0,2,1,0,1,1,1,3,0,2,0,0,1,0,1.09729263,19.7451,5586485.84
1,0,1,0,2,0,1,0,1,0,1,1,0,1,0,0,2,2,2,2,2,1,1.339869035,15.581647,5842776.374
1,1,1,2,3,2,2,3,1,2,3,1,0,2,2,2,0,0,2,0,0,0,0.845086827,25.70459,6312909.711
1,0,2,1,1,1,4,2,1,1,0,1,0,1,0,0,0,2,0,0,0,1,1.132486509,16.197521,5579091.664
2,0,2,2,2,2,2,0,0,2,0,1,1,1,0,2,3,1,0,1,0,2,1.30310048,14.667749,5229782.182
1,1,0,0,3,0,2,0,0,0,3,0,1,1,1,0,3,1,1,1,0,1,1.332587897,18.25928,5550730.61
1,0,3,0,2,3,0,3,0,0,1,0,1,2,2,0,0,0,0,0,0,0,1.198658781,17.05834,5416605.326
1,0,4,2,1,3,0,3,1,2,3,0,0,0,2,1,0,0,0,0,0,2,1.201366428,17.691783,5921121.129
0,1,5,0,3,0,0,1,1,0,3,0,0,0,2,2,2,1,2,1,0,1,1.371739712,15.15499,5617058.815
1,1,2,2,0,2,2,2,1,2,2,1,1,1,0,0,1,2,1,0,0,0,0.836178514,23.84903,6238558.684
1,0,5,1,0,2,2,2,1,2,1,1,1,0,0,2,2,2,0,0,0,2,0.966283598,17.84611,5779903.415
0,1,3,1,2,0,3,4,1,0,2,0,1,2,1,2,1,1,2,1,1,1,1.359739618,14.991118,5785462.876
1,1,2,0,2,4,4,3,1,3,0,0,0,2,1,2,1,1,1,1,1,2,0.922791871,26.178213,6752769.266
0,1,0,1,1,1,4,4,0,1,1,1,0,1,0,1,1,1,2,1,2,1,1.005265496,16.25635,5549609.616
0,0,5,0,0,3,0,1,1,3,2,0,1,0,2,3,0,1,1,1,2,2,1.054737524,15.685522,5889477.39
1,1,2,2,1,1,2,3,1,0,1,0,1,2,2,3,2,2,1,0,1,1,1.064960407,20.00953,6149639.29
1,1,5,0,3,4,4,2,0,4,1,0,0,0,2,0,2,0,2,1,0,2,0.874439179,25.850371,6446223.405
2,1,0,1,1,1,0,0,1,1,2,1,0,0,2,2,1,2,2,1,0,0,1.196982485,18.86029,5791189.657
2,0,1,2,0,3,3,2,1,0,1,1,0,2,0,3,3,0,0,2,1,0,1.2231512,19.72537,6043911.247
0,0,5,1,2,2,2,1,0,0,0,0,0,1,1,2,2,2,1,2,0,0,1.234269046,14.19623,5412276.694
1,1,3,2,1,0,0,1,1,0,3,1,0,0,1,3,0,2,2,0,0,1,1.345773673,19.216,5939550.13
1,0,5,1,0,1,3,4,1,1,0,1,0,2,2,3,2,0,2,1,2,0,1.061103891,16.95507,5790653.145
2,0,3,1,0,0,2,4,0,0,1,1,1,2,2,3,0,0,1,0,0,1,1.505672351,10.661239,4895307.339
1,1,4,1,3,4,4,4,1,4,2,1,0,1,0,0,0,1,0,0,1,2,0.800693424,30.95975,6924906.031
2,0,5,0,3,2,2,1,1,2,0,1,0,2,0,0,3,0,2,1,2,2,1.231562225,15.668343,5674804.205
2,0,2,0,2,1,1,4,0,1,2,0,1,1,2,2,1,2,0,0,2,1,1.241720958,15.77284,5497446.166
2,0,1,0,0,1,4,0,1,1,1,0,1,0,2,0,0,1,1,1,1,2,1.270763594,13.66369,5335057.924
0,1,4,0,2,2,2,1,1,1,0,0,0,2,1,1,3,2,0,2,1,0,1.0429153,17.82792,6154981.269
1,0,3,0,2,0,2,4,0,0,1,0,1,0,2,2,0,0,0,1,2,2,1.345345672,15.66773,5292718.042
1,1,1,2,2,4,4,2,0,4,1,1,0,0,1,2,0,0,2,2,1,2,0.86177552,26.54226,6523960.021
0,1,4,0,2,2,2,0,0,1,0,1,0,0,1,1,1,1,1,0,0,2,1.185741667,14.699562,5299351.45
0,0,3,2,3,0,4,2,0,0,1,0,1,1,0,0,2,1,1,1,2,0,1.386793778,12.259901,5129358.078
1,1,2,0,0,4,4,1,0,4,3,0,0,1,2,1,1,1,0,2,0,0,0.896193226,24.395615,6390046.376
1,1,3,2,1,3,1,2,0,3,0,0,0,0,0,2,1,0,1,0,2,1,1.01671761,24.51512,6035731.623
0,1,3,2,2,4,4,4,1,3,2,1,0,2,1,3,2,2,0,2,0,1,0.86837595,21.525294,6976205.909
2,0,1,0,2,2,2,2,1,2,3,1,1,2,2,3,1,0,0,2,2,2,1.147701885,20.24735,6219080.613
0,1,0,1,1,1,4,4,0,0,0,1,1,0,2,3,3,2,2,1,2,0,1.20300774,17.10042,5698025.369
2,0,5,0,3,0,4,0,0,0,3,0,0,1,2,3,0,0,1,0,2,0,1.512459926,13.49906,5115791.032
2,1,1,0,0,4,4,1,1,3,2,1,0,0,0,1,0,0,2,1,1,0,1.043377003,21.4118,6112373.695
2,0,5,0,2,3,0,0,1,3,3,1,0,2,2,3,3,1,1,2,0,1,1.255874284,18.76279,6169921.794
2,0,0,1,3,3,3,4,0,3,0,1,1,0,0,0,3,0,0,2,0,2,1.289268742,23.61364,5918258.735
0,1,2,0,1,4,4,4,0,4,2,1,0,2,2,1,0,1,1,0,0,2,0.97734278,21.00278,6002771.486
1,1,4,0,1,1,2,0,1,1,0,1,1,0,1,3,1,0,0,1,1,1,1.057721957,20.42867,5918741.986
1,0,2,2,3,3,0,0,1,3,0,1,0,1,2,1,2,0,0,2,1,2,1.081494956,20.02656,6139869.031
2,1,1,0,0,1,1,2,0,1,2,0,1,2,0,3,2,0,1,1,2,0,1.104473489,16.30548,5431728.623
2,0,5,1,2,2,2,1,1,1,0,0,0,2,1,1,3,2,1,0,1,2,1.304392029,15.303877,5548183.893
2,0,4,2,3,2,2,3,0,2,1,0,0,1,2,3,0,2,2,0,1,2,1.225534559,17.03012,5610354.132
1,0,5,0,3,0,4,2,0,0,2,0,0,2,2,0,2,0,0,0,0,0,1.395775184,13.944838,5116380.071
1,1,2,1,2,1,4,3,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1.094142379,19.94324,5620795.047
0,1,0,0,1,3,2,0,0,2,2,0,0,0,2,2,0,1,0,0,2,1,1.178627346,17.10706,5650251.354
0,1,4,0,3,3,0,1,0,1,2,0,0,2,1,0,2,2,2,2,1,2,1.036838119,17.589728,5958355.111
0,0,0,0,3,3,0,1,1,1,0,1,1,1,2,1,1,2,1,2,0,1,1.19064521,16.76648,6008170.629
1,1,4,1,2,4,4,0,0,0,1,1,1,0,2,3,1,0,2,2,1,2,1.215969855,22.04384,6180157.068
0,1,1,0,2,4,4,3,0,0,3,0,1,2,0,2,3,2,0,1,0,2,1.093579386,17.71789,6051243.026
2,1,0,0,0,3,0,3,0,3,0,0,0,2,1,2,1,2,1,1,1,1,1.189299579,18.00381,5833669.382
2,0,2,1,2,1,3,1,0,1,0,1,0,1,0,0,2,1,0,0,0,0,1.359966991,13.24057,5036837.572
0,1,1,1,0,2,2,3,0,2,1,1,0,0,0,1,2,2,2,1,0,1,0.975433619,14.883161,5662825.963
0,1,1,1,2,2,2,1,0,2,3,0,0,1,2,3,1,0,1,1,0,0,0.98656849,16.12388,5546922.704
2,1,0,2,1,1,0,4,1,1,3,0,1,0,0,3,0,2,0,1,0,0,1.11334304,18.68246,6052244.375
0,1,5,0,1,3,0,0,1,1,1,0,0,2,2,1,0,1,2,0,2,2,1.163766189,16.88174,5757698.174
0,1,1,0,1,4,4,0,1,4,2,1,0,2,1,2,3,2,0,2,2,0,1.122212197,22.98644,6678835.202
2,0,5,2,1,2,2,0,1,2,3,0,1,2,1,2,1,1,2,1,1,2,1.254591134,16.066393,5677297.195
1,1,3,0,0,2,2,4,0,1,1,1,0,2,1,0,2,2,1,2,2,2,0.899135701,21.2377,6217735.081
1,1,1,2,3,3,1,1,1,0,2,1,0,2,1,3,0,0,2,0,1,1,1.055633681,23.0245,6295587.248
0,1,0,1,3,3,0,2,0,0,0,0,1,0,0,0,1,2,2,1,1,1,1.194651597,16.53646,5721820.945
0,1,5,2,0,3,3,1,1,3,2,1,0,1,0,0,2,1,0,2,2,2,0.923618444,18.059535,6421382.276
0,0,1,0,3,1,1,1,0,1,2,0,1,2,2,0,2,2,0,0,0,1,1.139733885,12.551409,5190126.706
2,0,1,0,1,2,2,2,1,0,2,1,0,1,1,0,2,0,0,0,1,0,1.268532116,15.223016,5432292.19
1,0,3,1,0,3,1,3,1,1,0,1,1,0,2,0,2,0,1,1,1,0,1.001037876,17.51774,5874041.475
0,1,2,0,2,2,2,1,0,1,0,0,1,2,2,0,3,2,2,0,1,1,1.107982989,14.215504,5527096.385
0,1,2,1,3,0,4,4,0,0,2,1,1,2,1,2,3,1,1,2,0,0,1.36087292,18.00879,5593593.819
0,1,3,1,0,4,4,3,0,2,2,0,1,0,2,0,3,1,2,1,2,0,0.914118624,18.44253,5949203.189
1,1,0,1,1,1,2,2,1,1,0,1,0,2,0,3,3,0,2,1,1,0,1.023597587,20.49614,6026870.446
1,0,1,0,2,0,4,1,0,0,1,0,0,2,0,3,3,0,2,0,0,2,1.399797502,14.368349,5048935.266
1,0,2,1,3,0,4,1,1,0,2,1,1,0,0,2,3,0,0,2,2,1,1.328755185,16.68727,5867088.229
0,1,5,1,0,2,2,2,1,2,0,0,1,2,2,2,2,1,1,2,1,2,1.006672713,18.186382,6234198.792
0,1,5,2,2,3,1,2,0,0,2,1,1,2,1,1,3,1,0,1,0,2,1.102571658,17.60386,5709434.655
0,1,2,2,1,0,4,2,0,0,3,1,1,2,2,3,2,0,2,0,1,2,1.370658437,13.898637,5232925.386
0,0,4,0,1,0,4,1,0,0,1,1,0,0,2,0,2,1,2,1,2,2,1.395158368,11.93241,5071705.945
2,0,4,0,2,0,0,1,0,0,3,1,1,0,2,1,0,0,2,2,0,1,1.444927329,11.139731,5052513.031
1,0,3,0,1,3,3,0,1,1,1,0,0,1,0,3,0,1,2,0,2,0,1.168954383,18.22244,5798113.613
1,0,3,1,2,3,3,2,0,3,0,1,1,1,1,0,3,2,0,1,0,2,1.019384574,17.372401,5890473.556
0,0,5,2,2,1,3,3,1,0,3,0,1,0,0,2,1,2,2,1,1,2,1.136699709,15.83966,5841885.554
0,0,5,2,3,2,2,0,0,2,3,0,1,0,2,1,3,2,2,1,1,2,1.166163071,16.196026,5521212.475
0,0,0,2,2,2,2,0,1,0,3,1,1,2,2,2,1,1,2,1,2,0,1.226349647,15.412932,5735759.351
0,0,1,2,3,1,3,2,1,1,1,0,1,2,2,1,3,2,1,0,0,1,1.11130567,15.667242,5525488.164
2,0,0,1,1,1,2,1,1,1,2,0,1,2,0,3,3,1,0,0,0,2,1.246749467,13.211067,5357449.617
2,0,5,2,2,3,3,0,1,3,3,1,1,0,1,0,2,2,1,1,0,2,1.27543306,19.1971,6068699.228
2,0,3,0,0,0,3,3,0,0,1,0,1,2,2,1,3,1,2,2,1,2,1.454822301,10.833172,5136935.407
