BranchPredictor,fetchWidth,numFetchBufferEntries,numRasEntries,maxBrCount,decodeWidth,numRobEntries,numIntPhysRegisters,memIssueWidth,memIssueWidth,numLdqEntries,enablePrefetching,enableSFBOpt,numRXQEntries,numRCQEntries,nL2TLBEntries,nL2TLBWays,nICacheWays,nICacheTLBWays,nDCacheWays,nDCacheMSHRs,nDCacheTLBWays,CPI,Power,Area,,,
0,0,1,2,2,1,0,0,1,1,2,0,1,0,1,1,1,2,0,2,0,2,1.124463708,13.725682,5765157.912,1,0.815667294,9743.873078
0,0,2,0,0,1,2,0,0,1,0,0,1,1,2,2,3,0,0,1,2,2,1.199650029,11.279814,5010849.914,1,0.775240082,4604.974429
0,0,2,0,0,2,2,0,1,2,0,0,1,0,0,3,3,0,1,2,0,1,1.127323505,15.6012,5620798.74,1,0.832262564,5414.281363
0,0,2,0,0,0,4,0,1,0,2,1,1,2,0,1,2,1,0,2,0,1,1.376292438,11.45278,5444312.712,1,0.85692919,7633.112888
0,0,2,0,1,1,2,3,1,0,0,0,1,2,1,0,1,0,2,0,1,1,1.279955765,11.75933,5242714.886,1,0.818862057,5190.24796
0,0,2,0,3,1,1,0,0,1,3,1,1,1,2,3,1,2,2,0,0,0,1.240543196,13.542039,5229277.907,1,0.826514885,9049.958345
0,0,2,1,1,1,0,3,0,1,0,1,0,2,1,1,3,2,0,1,0,1,1.197078302,11.570657,5171568.002,1,0.785567437,4331.159008
0,0,2,1,2,0,4,0,1,0,1,0,1,2,2,3,1,1,2,0,1,1,1.43495946,11.491018,5157212.739,1,0.863209116,5258.384891
0,0,2,0,2,1,1,4,1,1,3,1,1,1,0,0,0,2,0,0,1,2,1.088663552,14.871322,5699930.581,1,0.814387868,22783.92104
0,0,2,1,2,2,2,3,0,2,3,0,0,2,1,2,0,2,1,0,2,2,1.119270467,16.632223,5621095.22,1,0.841987668,11310.97755
0,0,2,0,3,3,0,0,1,2,3,0,0,1,1,1,3,0,2,1,0,0,1.18247011,18.79333,5734162.848,1,0.894441639,22916.67119
0,0,2,1,0,2,2,0,1,1,3,0,0,2,1,2,2,1,1,0,0,1,1.243026108,13.129005,5404878.299,1,0.830776812,22047.21418
0,0,2,2,3,2,2,0,0,0,3,0,0,2,1,2,3,2,1,0,0,1,1.32478181,14.138671,5318730.042,1,0.866043312,6150.094213
0,0,3,0,0,1,0,4,0,1,2,1,1,1,0,2,2,0,2,2,2,2,1.080101544,12.76617,5371435.556,1,0.770512297,7524.657012
0,0,3,0,0,2,2,4,1,2,0,0,0,0,1,2,2,1,1,1,0,2,1.131300022,15.71498,5649118.495,1,0.836310487,6498.490559
0,0,3,0,0,2,2,1,1,2,1,1,1,0,0,3,2,0,0,1,2,2,1.027273334,13.938308,5623436.724,1,0.779050676,7433.752523
0,0,3,0,2,2,2,4,0,2,2,1,0,1,2,0,0,0,0,2,1,2,1.066133634,15.94835,5565381.15,1,0.813390519,6384.486982
0,0,3,1,0,0,2,4,0,0,1,0,1,2,1,3,2,0,2,0,1,0,1.424220458,12.028143,4912445.063,1,0.854378629,4850.828035
0,0,3,1,0,1,2,2,0,1,1,0,0,1,2,2,1,1,0,2,0,1,1.087459855,12.525859,5202700.325,1,0.762004307,5108.082541
0,0,3,1,0,1,3,3,1,1,0,1,1,1,1,0,2,2,0,2,0,2,1.117263254,16.05183,5828387.896,1,0.844257048,5423.043104
0,0,3,1,1,2,2,3,0,2,1,0,1,1,0,2,2,2,2,0,2,2,1.104662741,14.734877,5518978.843,1,0.809424185,6327.481537
0,0,2,2,1,3,1,0,1,1,3,0,0,0,1,0,3,0,0,1,0,1,1.199712145,16.031,5593004.911,1,0.860227247,27121.05708
0,0,3,2,0,0,4,0,0,0,0,0,1,1,1,0,3,0,2,1,1,1,1.410923122,9.92739,4794956.763,1,0.819071212,4412.431593
0,0,3,1,3,1,1,0,0,0,3,0,1,1,1,2,1,0,2,0,1,1,1.300654811,12.202119,5056558.1,1,0.822179425,9283.191843
0,0,3,2,0,2,2,2,1,2,2,0,0,2,2,3,0,0,0,2,1,2,1.034285376,16.63012,5900926.527,1,0.827022648,6806.557736
0,0,3,2,2,0,4,0,0,0,2,1,0,2,2,0,0,1,2,2,2,1,1.388927236,13.618279,5189741.349,1,0.874996606,7000.610829
0,0,3,2,2,3,1,3,0,0,1,0,1,0,1,1,0,0,0,0,2,2,1.202275,14.329028,5400128.841,1,0.831394001,7294.834748
0,0,4,0,0,1,0,2,1,0,2,1,0,1,1,2,2,1,0,2,0,2,1.16574312,12.183706,5617277.154,1,0.803814116,5634.345256
0,0,4,0,0,1,3,0,0,1,1,0,1,0,2,0,1,2,1,2,2,0,1.172136986,12.350302,5329951.589,1,0.794203734,5213.401111
0,0,4,0,2,0,4,4,0,0,0,1,0,1,1,1,3,1,2,0,0,1,1.47241077,11.517832,4944308.805,1,0.86582969,4031.11724
0,0,4,0,3,1,0,2,0,1,0,0,0,0,2,1,2,0,1,1,1,2,1.204618458,13.70788,5061570.426,1,0.808512593,5148.718649
0,0,4,0,3,0,3,4,0,0,2,0,1,1,1,1,1,2,0,0,1,2,1.424042067,14.202681,5205229.255,1,0.894466951,6106.344493
0,0,4,0,3,0,2,4,0,0,3,0,0,1,1,1,3,1,1,1,1,1,1.397517624,12.548688,5182164.702,1,0.864638686,7219.911497
0,0,4,0,3,3,0,4,0,3,1,1,0,2,1,1,1,0,0,1,1,1,1.239611093,16.966161,5639869.007,1,0.887009864,6200.4843
0,0,4,1,1,1,2,0,0,0,2,0,0,1,1,0,2,1,0,0,1,0,1.315898782,11.006644,4934364.263,1,0.807043023,6368.776338
0,0,4,1,1,2,2,1,0,1,2,1,0,1,1,1,0,0,2,0,0,0,1.162224483,14.52372,5081876.663,1,0.805162096,5211.306288
0,0,4,1,1,2,2,0,1,1,1,0,1,2,1,3,1,1,0,2,1,2,1.124741771,16.74097,5805392.536,1,0.853934518,7183.274523
0,0,4,1,3,1,3,0,1,1,0,1,1,2,2,1,2,2,2,1,1,1,1.186510321,13.033419,5529542.695,1,0.816754311,4827.070476
0,0,4,1,3,0,2,2,1,0,1,1,0,2,2,3,0,1,1,1,1,2,1.394157784,13.144138,5424989.396,1,0.882292948,5369.34704
0,0,4,1,0,3,1,3,1,1,2,0,1,1,2,1,2,2,0,1,1,0,1.094681023,17.5627,5921450.675,1,0.859345808,14060.70458
0,0,4,1,3,0,0,1,0,0,3,0,0,0,2,1,3,0,1,2,1,0,1.392870865,13.46049,5108814.317,1,0.87054291,7268.132201
0,0,4,2,0,0,4,0,0,0,0,1,1,2,2,0,0,2,1,2,2,1,1.395721708,11.568927,5155573.256,1,0.850989374,5516.538563
0,0,3,2,2,3,3,4,1,3,3,0,1,0,0,3,0,1,0,0,2,0,1.056491597,22.51621,6251913.699,1,0.92197634,31219.72987
0,0,4,2,0,2,2,3,1,0,3,1,1,2,1,0,3,1,0,2,0,2,1.116224254,15.84587,5872478.214,1,0.84354376,7152.246116
0,0,4,1,3,1,4,0,1,1,2,0,0,2,2,0,1,1,1,0,2,2,1.237069981,14.825847,5456386.946,1,0.851655065,12580.23884
0,0,4,2,1,1,3,1,0,1,1,0,0,0,0,3,2,0,2,0,1,2,1.159332649,12.637301,5015831.827,1,0.778360373,5171.217362
0,0,4,2,1,2,2,0,0,0,1,0,1,0,0,2,1,0,0,2,2,2,1.236891046,13.277281,5308588.843,1,0.825908549,6419.936283
0,0,4,2,1,2,2,1,1,2,1,1,0,0,1,3,1,1,0,1,0,0,1.06265414,15.347231,5561575.143,1,0.804822066,6600.182019
0,0,4,2,1,2,2,3,1,2,1,1,0,1,1,0,0,2,1,2,2,2,1.035161803,19.18979,6233179.308,1,0.873980602,7234.094299
0,0,4,2,2,1,4,0,0,0,1,1,1,1,1,2,0,2,0,2,0,2,1.225699728,12.77189,5299435.354,1,0.815664792,5079.432134
0,0,4,2,1,3,3,3,1,0,3,1,1,1,0,0,1,2,0,0,1,2,1.178785404,16.77537,5889082.267,1,0.876364136,7709.654798
0,0,5,0,0,0,4,1,0,0,2,0,0,1,2,2,2,1,1,2,1,2,1.385843738,11.165287,5105230.473,1,0.840436312,4671.985403
0,0,4,2,3,3,1,0,1,2,0,1,0,2,2,0,0,0,2,1,1,0,1.232931802,16.81128,5615485.986,1,0.881755303,6603.752213
0,0,4,2,3,3,2,1,0,3,1,1,0,2,2,0,0,0,0,1,0,1,1.131517103,15.859581,5469741.483,1,0.8295407,6316.662101
0,0,5,0,0,1,3,4,0,1,1,1,1,2,2,0,1,1,1,0,2,1,1.126079355,13.76036,5192613.049,1,0.789234879,5005.328426
0,0,4,2,3,2,2,1,0,0,3,0,1,2,2,2,3,1,1,2,0,2,1.151931857,14.00118,5458191.78,1,0.813450684,9885.740398
0,0,5,0,0,1,4,0,0,1,2,0,1,0,0,2,0,0,1,2,2,0,1.150882837,12.898562,5234031.824,1,0.789122586,7461.224705
0,0,5,0,2,1,3,2,1,1,0,0,1,1,2,2,3,0,0,0,1,2,1.191187836,13.391248,5343384.849,1,0.813710259,5106.533086
0,0,5,0,2,1,2,1,0,1,1,0,0,0,1,1,1,1,2,2,1,1,1.089837888,12.117513,5260426.075,1,0.760649077,5288.396863
0,0,5,0,3,0,4,2,0,0,0,0,1,0,1,3,0,1,1,1,1,1,1.407861721,11.453077,5068878.092,1,0.849495804,4723.221876
0,0,5,0,1,1,1,0,0,0,3,0,0,2,2,1,3,0,2,0,2,2,1.312203096,13.38375,5003962.517,1,0.837718162,11195.52547
0,0,5,1,1,2,2,4,0,1,0,0,0,1,1,1,2,2,0,0,1,2,1.236810781,14.699102,5356438.58,1,0.845263888,6644.932689
0,0,5,0,3,3,1,3,0,3,2,0,0,0,0,1,1,0,1,2,2,0,1.067255075,20.81433,5873807.65,1,0.887016951,9594.705625
0,0,5,0,3,3,0,0,0,0,2,1,1,2,2,2,0,0,0,0,1,1,1.32615368,15.04686,5305455.807,1,0.876783865,10119.05565
0,0,5,1,2,2,2,1,0,0,0,0,0,1,1,2,2,2,1,2,0,0,1.234269046,14.19623,5412276.694,1,0.841042209,5985.315704
0,0,5,1,2,2,2,4,1,1,1,0,0,2,1,2,1,2,0,0,0,1,1.119195116,15.54907,5742379.957,1,0.834742527,5536.329177
0,0,5,1,2,2,2,3,0,2,2,1,1,1,0,3,1,0,0,0,1,0,1.100209081,14.686697,5410947.35,1,0.802192847,7670.260473
0,0,5,1,2,3,0,1,0,3,1,0,0,0,1,2,2,2,2,2,2,0,1.106672299,16.006081,5816724.214,1,0.839619151,7065.788352
0,0,5,2,0,2,2,3,0,2,2,1,0,1,1,2,0,0,2,2,0,0,1.06639094,14.572851,5395783.248,1,0.788827221,6645.174415
0,0,5,2,1,2,2,2,0,2,0,1,1,2,1,0,3,2,0,1,1,1,1.14501641,14.656906,5392156.018,1,0.815870094,5322.667756
0,0,5,2,1,0,1,0,1,0,2,0,0,1,0,3,1,2,0,1,0,1,1.402804443,10.979761,5351454.324,1,0.855637086,8007.47611
0,0,5,2,2,0,1,4,0,0,2,0,0,2,0,0,3,0,0,2,0,0,1.385532874,12.247318,5094964.422,1,0.852849842,5317.712062
0,0,5,2,2,1,3,2,0,1,3,0,1,2,1,0,1,1,2,1,2,0,1.070675833,13.754732,5392453.454,1,0.780260636,9598.286455
0,0,5,2,1,3,0,1,0,1,3,0,0,1,1,2,2,1,1,0,1,1,1.18563182,16.07016,5396155.449,1,0.84658872,12850.77833
0,1,0,0,1,1,3,4,1,1,0,1,1,1,1,0,0,1,0,2,1,2,1.049223178,15.032304,6063769.13,1,0.820582021,5478.14055
0,0,5,2,1,1,2,0,1,1,3,0,0,2,2,1,2,1,1,2,1,0,1.148254607,14.15294,5760659.77,1,0.828518144,20697.38921
0,1,0,0,3,1,0,1,0,1,2,0,0,2,1,1,0,2,2,2,1,1,1.026221802,15.72927,5615616.283,1,0.799857125,6571.360669
0,1,0,0,0,3,0,1,1,1,2,1,0,1,1,2,3,2,2,1,0,1,1.004250034,16.54331,5986194.906,1,0.820047067,14059.95952
0,1,0,0,1,0,4,3,1,0,3,0,1,2,0,0,1,2,1,1,0,1,1.360772214,15.77946,5755586.879,1,0.918661688,14301.27191
0,1,0,1,1,0,3,0,0,0,1,1,1,0,1,0,0,1,1,0,2,0,1.388735146,13.40016,5084904.289,1,0.867295443,4664.883524
0,1,0,1,0,3,0,1,1,2,1,1,0,1,2,0,3,1,2,1,2,0,0.98591717,15.615322,5902055.197,1,0.798755573,6919.996878
0,1,0,0,3,3,0,4,0,1,3,1,1,1,0,2,0,0,1,2,0,1,1.010082962,17.91123,5948444.844,1,0.836630588,12665.84651
0,1,0,1,2,1,0,1,1,1,1,0,0,2,0,3,0,0,2,0,2,0,1.051733807,16.09118,5500914.304,1,0.807224379,7276.711676
0,1,0,2,0,0,0,1,0,0,2,1,0,0,2,3,3,0,2,2,0,1,1.372341036,13.347817,5156300.984,1,0.864617294,5711.956435
0,1,0,2,1,3,0,0,0,2,0,0,1,2,0,3,0,1,2,1,1,1,1.131924335,17.24515,5560693.552,1,0.850684508,4964.411497
0,1,0,2,1,1,1,2,1,1,0,1,1,2,2,1,3,1,1,2,2,0,1.048809317,16.91305,5958524.047,1,0.838020063,6128.403623
0,1,0,2,2,1,3,4,1,1,3,1,0,0,0,0,2,1,0,1,0,0,0.961075737,17.74728,6012861.364,1,0.821406845,7007.595671
0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,1,2,2,2,1.375991277,12.63759,5346215.82,1,0.86638016,4255.634228
0,1,1,0,0,0,3,3,0,0,2,1,1,1,2,1,1,1,2,1,1,1,1.363150705,12.328924,5230816.62,1,0.852869456,5687.002332
0,1,0,2,0,3,1,4,1,0,2,0,1,0,1,0,1,1,1,1,0,1,1.065185557,17.22364,5953286.201,1,0.846961636,13962.14716
0,1,1,0,0,2,2,1,0,1,1,0,0,1,1,3,0,2,2,2,2,1,0.98265938,14.285087,5744245.543,1,0.774128753,7952.522804
0,1,0,1,1,3,1,2,1,3,3,1,0,2,1,0,3,1,2,1,1,0,0.91772981,25.66981,6473659.519,1,0.924247002,31625.44191
0,1,1,1,0,2,2,2,1,2,2,0,1,2,0,2,2,1,1,1,0,1,0.880349889,18.73004,5869482.233,1,0.799457128,11767.47618
0,1,1,0,3,4,4,0,1,0,2,1,1,2,0,3,1,1,0,2,0,0,1.230707106,17.42179,6389055.184,1,0.925357241,16512.47465
0,1,1,1,0,4,4,3,0,4,2,1,0,1,0,3,0,1,1,1,0,1,0.933971734,20.90085,6019579.075,1,0.850606769,10738.58538
0,1,1,1,2,0,0,0,0,0,1,1,0,2,1,3,1,2,0,1,0,0,1.379606125,12.57217,5226576.86,1,0.861075551,4864.703696
0,1,1,1,2,1,4,4,0,1,2,1,1,0,1,1,3,1,0,0,1,1,0.99310503,16.72822,5501943.788,1,0.795391173,7732.676077
0,1,1,1,1,3,3,3,1,2,3,1,0,2,2,0,1,1,1,0,0,1,0.934251972,27.47851,6248991.37,1,0.940751052,9537.590285
0,1,1,1,2,3,3,2,1,0,0,1,1,2,2,1,3,2,0,0,0,0,1.188505419,18.02975,5964839.002,1,0.898307864,6848.811842
0,1,1,1,3,1,1,0,1,1,0,0,1,1,0,3,0,0,0,1,0,2,1.109957121,14.038769,5525788.423,1,0.803145901,5099.209483
0,1,1,1,2,4,4,2,0,4,2,1,1,1,0,1,0,0,0,0,1,2,0.955398445,20.20752,5992685.639,1,0.848126597,8693.700088
0,1,1,1,2,4,4,1,0,2,2,0,1,2,1,1,1,2,1,2,0,1,0.950096667,19.94703,6131341.766,1,0.84986054,10305.18536
0,1,1,1,3,2,2,2,0,1,1,1,0,2,1,1,0,0,1,1,1,2,0.979578024,15.82648,5547253.687,1,0.782209277,6128.930768
0,1,1,2,0,0,1,2,0,0,1,0,1,2,1,3,2,2,2,1,0,0,1.362881036,13.0959,5271989.752,1,0.863969717,4672.002865
0,1,1,1,3,4,4,4,0,4,3,1,1,2,2,2,1,2,1,1,1,1,0.913315316,23.8733,6526649.088,1,0.903712704,7105.987442
0,1,1,1,3,4,4,4,1,3,1,0,0,0,2,3,1,2,2,0,2,0,0.942242788,25.13391,6707769.49,1,0.937173269,11142.60157
0,1,1,2,0,4,4,1,0,0,0,1,0,1,2,3,3,2,2,2,0,0,1.178184239,15.345491,5778161.258,1,0.853667774,6690.302635
0,1,1,2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,2,1.379606125,11.304924,5012704.515,1,0.835610037,5048.777382
0,1,1,2,0,4,4,4,0,4,2,0,0,2,0,0,3,1,2,0,2,2,0.961941228,18.302938,6053355.336,1,0.830312494,10582.88739
0,1,1,2,1,4,4,1,0,3,1,0,0,0,1,2,3,2,1,1,2,1,0.987020875,17.700757,6038189.802,1,0.83070665,10685.26745
0,1,1,2,1,4,4,4,0,0,2,0,0,2,1,3,0,0,1,2,2,2,1.095911922,18.94164,6033079.308,1,0.881673519,10530.84348
0,1,1,2,2,4,4,2,0,0,0,1,0,0,1,2,1,1,0,0,0,1,1.224223709,16.93179,5654119.029,1,0.882149692,8111.202735
0,1,1,2,3,2,2,0,1,1,1,1,0,1,1,0,1,1,1,2,2,1,1.089199456,20.56126,6127607.274,1,0.903429157,9035.103259
0,1,1,2,1,2,2,4,1,2,3,1,1,0,2,3,1,1,1,1,2,0,0.87420123,20.43666,6260566.834,1,0.836632452,24465.66443
0,1,2,0,0,1,3,3,0,0,3,1,1,0,0,2,1,0,0,1,0,1,1.108365991,12.792883,5321226.591,1,0.777852225,8880.788463
0,1,2,0,0,4,4,3,0,2,3,0,1,0,2,1,0,0,2,0,1,0,0.94384364,17.96006,5790428.597,1,0.807581316,8005.625166
0,1,1,2,2,3,1,4,1,3,3,0,1,1,1,2,3,2,2,2,0,2,0.879606489,20.740407,6845899.262,1,0.87008519,27793.66609
0,1,2,0,2,0,3,0,0,0,3,1,0,2,0,2,2,1,1,2,1,0,1.375016486,15.42337,5383203.584,1,0.901315338,7766.276491
0,1,2,0,3,1,1,4,1,1,3,1,1,0,2,1,1,1,2,0,0,0,0.986327573,19.5695,5844642.893,1,0.843683316,7522.805796
0,1,2,0,2,4,4,3,0,0,2,0,0,1,2,0,3,0,2,2,0,0,1.10364129,18.868,5929400.102,1,0.878404897,10399.85254
0,1,2,1,0,0,3,0,0,0,0,1,1,1,2,0,2,0,1,0,2,0,1.407637369,13.21165,4960574.72,1,0.865381947,6134.033901
0,1,2,0,3,4,4,2,1,2,0,0,0,1,1,0,0,0,2,0,0,0,1.062961286,21.62778,5979889.361,1,0.900439602,7822.994992
0,1,2,1,0,4,4,0,0,2,0,1,0,1,2,3,1,0,1,2,2,2,1.175020946,17.39531,5771582.244,1,0.876941746,8053.562925
0,1,2,1,1,2,2,3,0,1,2,1,0,0,0,1,3,0,2,2,1,0,0.95381901,16.22175,5652677.99,1,0.783418744,5915.912881
0,1,2,1,1,2,2,3,0,0,2,1,0,0,1,2,0,1,0,1,2,0,1.102783404,17.25912,5586640.341,1,0.842380955,8343.291237
0,1,2,1,1,3,2,3,1,3,1,1,0,0,0,1,1,0,0,2,2,2,0.90925052,22.45909,6471755.646,1,0.882730378,10593.9888
0,1,2,1,1,2,2,4,0,2,3,1,0,0,1,1,1,2,1,0,0,1,0.981003771,15.928291,5761881.742,1,0.794175234,12559.87196
0,1,2,1,2,2,2,4,0,2,2,0,0,1,0,2,1,1,2,0,2,1,0.972526052,20.06384,5809568.767,1,0.843348466,8255.07702
0,1,2,1,1,4,4,1,0,1,3,1,1,2,0,1,2,0,1,1,1,0,0.972415266,18.03853,5786164.447,1,0.817843632,15205.2796
0,1,2,2,0,3,0,0,1,3,0,1,1,2,0,2,0,1,0,0,0,0,1.139860896,17.52759,5629798.352,1,0.860030913,6406.709426
0,1,2,2,0,1,0,3,1,1,1,1,1,1,2,1,0,0,1,1,1,2,0.99084734,15.65542,5625610.952,1,0.787657087,7012.655059
0,1,2,2,0,1,4,1,0,0,2,0,0,1,0,2,3,1,2,2,1,0,1.122831278,12.963028,5444380.216,1,0.790610076,7391.299742
0,1,2,2,1,0,0,2,0,0,0,0,1,1,2,3,0,0,2,0,1,1,1.404253957,12.325642,5015849.285,1,0.856246703,5217.82504
0,1,2,2,1,4,4,1,0,2,0,1,1,0,1,3,2,0,0,0,0,1,1.079187654,15.594771,5575628.612,1,0.813980872,6620.489445
0,1,2,2,2,1,2,3,1,1,1,1,1,2,0,0,2,2,0,1,0,1,0.958797007,15.114131,5907160.455,1,0.783935295,5091.136759
0,1,2,2,3,3,3,3,1,3,1,0,0,2,2,0,0,1,0,1,1,0,0.916298348,19.975153,6344426.558,1,0.849126614,11068.2759
0,1,3,0,1,0,3,3,1,0,3,1,1,2,0,0,3,1,1,0,0,2,1.37079552,13.186584,5552833.408,1,0.88113204,5715.946989
0,1,2,2,3,4,4,1,0,1,2,1,0,0,0,3,1,1,0,1,0,2,0.993344951,20.67806,5880044.113,1,0.861042786,11051.06524
0,1,3,0,1,1,4,2,1,1,1,0,0,0,2,3,3,1,2,0,1,0,1.004288001,14.094228,5678026.855,1,0.775875472,6760.240715
0,1,3,0,1,4,4,3,0,4,0,1,1,2,2,2,0,2,0,0,0,0,1.07815659,25.91956,6163913.955,1,0.965903005,8741.129666
0,1,3,0,3,2,2,3,0,0,1,1,0,0,2,2,2,2,2,0,1,1,1.14168857,16.62193,5667424.798,1,0.851552065,5916.827626
0,1,3,0,2,4,4,3,1,1,1,0,1,0,0,3,0,0,2,2,1,2,0.894531499,21.98616,6560126.854,1,0.876366201,9581.484791
0,1,3,0,3,4,4,1,0,2,1,1,1,0,2,0,2,2,0,0,0,2,1.007583898,18.08381,5879398.703,1,0.834569576,7107.872884
0,1,3,1,0,0,3,1,1,0,1,0,1,2,0,2,1,2,0,1,0,1,1.361090076,14.71416,5593498.42,1,0.898207015,6206.425824
0,1,3,0,3,2,2,1,1,0,2,1,1,1,1,2,3,1,1,2,0,1,1.080116494,19.01218,6131720.839,1,0.881975477,12399.86807
0,1,3,0,3,4,4,0,0,1,2,0,1,1,2,1,2,1,2,2,1,2,1.202281379,20.33252,5974480.813,1,0.931044602,9456.235414
0,1,3,0,3,4,4,4,0,0,2,1,0,0,2,2,0,0,1,0,0,0,1.124725245,19.29356,5808979.843,1,0.884787949,10398.82505
0,1,3,1,1,0,2,4,1,0,1,1,0,1,2,3,2,0,0,0,1,0,1.379950437,13.144095,5493687.118,1,0.880843293,5427.17598
0,1,3,1,0,4,4,2,0,4,2,1,1,0,0,3,0,0,0,1,0,1,0.933299314,19.13042,5927437.585,1,0.824690863,8277.834474
0,1,3,1,1,1,4,4,0,1,3,1,1,0,0,1,2,0,0,2,2,2,0.963722118,17.12568,5766427.423,1,0.803027762,6909.949456
0,1,3,1,0,4,4,3,0,2,2,0,1,0,2,0,3,1,2,1,2,0,0.914118624,18.44253,5949203.189,1,0.81106926,9107.19749
0,1,3,1,2,3,3,0,1,0,0,1,0,1,0,3,2,0,1,0,1,1,1.259250529,14.721157,5683114.917,1,0.868634837,6649.147167
0,1,3,1,0,4,4,3,1,1,2,1,1,1,1,0,3,1,0,0,0,0,0.927259457,18.56146,6052471.584,1,0.821818747,14912.72365
0,1,3,1,1,2,2,1,1,0,2,0,0,0,2,3,3,0,2,0,0,2,1.121371927,16.2338,5600424.645,1,0.836909446,12192.4594
0,1,3,1,0,1,2,0,1,1,3,1,0,2,2,3,2,0,0,1,1,2,1.093901558,13.833382,5643527.706,1,0.800957496,21053.49838
0,1,3,1,1,1,2,3,1,1,3,1,1,2,1,2,0,2,1,1,0,0,0.939635821,17.43843,5981439.696,1,0.809044852,21977.63517
0,1,3,1,3,4,4,4,0,2,1,0,1,0,2,2,2,2,2,2,1,1,0.93402275,22.5413,6376718.264,1,0.887429161,7528.257333
0,1,3,1,3,2,2,1,0,2,3,1,1,0,0,3,1,1,1,1,2,0,0.965646265,18.180808,5803040.449,1,0.818105263,12399.68155
0,1,3,2,0,1,2,4,0,1,3,1,1,1,1,1,0,0,2,2,2,1,0.964424512,14.676312,5641145.214,1,0.767822567,8191.261879
0,1,3,2,1,2,2,2,0,1,1,0,0,2,2,3,1,2,2,0,2,2,1.004838304,16.26531,5677940.808,1,0.802155607,6466.517186
0,1,3,2,0,1,4,0,1,1,2,1,1,2,2,0,1,0,0,0,1,2,1.105497507,14.81612,5465834.127,1,0.808136929,11281.69883
0,1,3,1,1,3,0,3,1,2,3,1,0,2,1,3,2,2,1,1,2,2,0.974785082,18.638896,6444662.976,1,0.857350539,27996.76205
0,1,3,2,0,4,4,1,1,1,2,1,0,2,2,1,2,1,2,0,1,0,0.990381019,18.99996,5918247.859,1,0.841708207,10533.38243
0,1,3,2,1,1,0,3,0,1,3,1,0,2,2,1,2,1,0,0,1,1,1.07050212,14.72492,5392118.973,1,0.791850376,9831.080458
0,1,3,2,1,4,4,1,1,2,1,1,0,2,2,0,2,0,1,0,2,1,0.976170953,17.671157,5945294.773,1,0.822290864,7599.829723
0,1,3,2,2,0,4,3,1,0,0,0,0,0,1,3,0,2,0,1,2,2,1.393612524,17.00764,5841052.022,1,0.948460837,7190.825724
0,1,3,2,3,2,2,0,0,2,3,1,0,2,0,2,0,0,1,0,1,1,1.140620117,16.610541,5526116.476,1,0.844299516,10631.53619
0,1,3,2,3,4,4,0,1,4,1,0,1,1,0,1,3,1,2,0,1,0,1.14878879,22.77039,6146683.112,1,0.950761028,9729.802919
0,1,4,0,0,2,2,3,0,2,0,0,0,1,2,0,0,0,0,1,0,1,1.079272524,15.41793,5379944.963,1,0.802522599,4939.518234
0,1,4,0,1,1,2,3,1,1,0,0,0,2,1,1,0,0,2,2,0,0,1.069265804,16.76065,5859460.607,1,0.83826733,5374.867766
0,1,4,0,0,4,4,3,1,2,0,1,0,2,1,3,0,1,1,0,2,2,1.057043068,17.061675,6137080.274,1,0.851092425,8538.663714
0,1,4,0,2,2,2,0,0,1,0,1,0,0,1,1,1,1,1,0,0,2,1.185741667,14.699562,5299351.45,1,0.825517307,5099.110117
0,1,4,0,1,4,4,4,1,4,0,1,1,1,2,2,2,1,0,2,0,1,0.982416647,23.82343,6698437.896,1,0.934362194,10036.57936
0,1,4,0,1,4,4,2,1,0,2,0,0,0,2,2,3,0,1,0,2,0,1.087984948,16.711626,5982962.531,1,0.849824794,14561.24645
0,1,4,0,3,2,2,4,1,1,0,0,0,1,1,2,0,0,0,0,1,0,1.086583481,17.009383,5836323.042,1,0.845922799,6669.613524
0,1,4,1,0,0,0,2,0,0,0,0,1,1,2,1,2,1,1,2,0,1,1.382701347,12.216003,5196643.611,1,0.85639347,5002.386599
0,1,4,1,0,1,1,0,0,1,2,0,0,0,1,1,3,2,1,1,0,2,1.133167127,13.90518,5311405.311,1,0.79902072,5031.521369
0,1,4,1,0,0,1,4,0,0,2,0,0,0,0,2,1,2,1,1,0,1,1.37293544,14.06557,5345338.793,1,0.882486929,6040.94731
0,1,4,1,1,0,0,4,0,0,2,0,0,2,2,2,3,1,1,1,0,2,1.373844795,12.1426,5268917.749,1,0.856016377,5260.553114
0,1,4,0,2,4,4,4,1,0,2,1,1,1,2,2,3,2,1,0,1,2,1.064694196,18.735792,6351369.093,1,0.884019401,17057.35505
0,1,4,0,1,3,0,4,1,3,3,1,0,1,1,0,1,0,2,2,2,0,0.966943617,24.75988,6556091.469,1,0.9336539,28045.90521
0,1,4,1,2,4,4,2,0,1,0,1,1,2,0,3,0,1,1,1,2,0,1.044272156,18.52674,5915327.085,1,0.853841337,8187.326287
0,1,4,1,2,2,2,0,0,2,3,0,0,0,1,1,0,2,2,0,1,0,1.14278187,16.69918,5637669.511,1,0.851421814,11149.71642
0,1,4,1,2,3,1,2,0,2,3,1,0,1,2,2,2,2,2,2,2,0,0.968566379,20.17888,6168301.353,1,0.860571775,11383.47573
